weather_code,temperature_2m_max,temperature_2m_mean,sunshine_duration,precipitation_sum,rain_sum,wind_speed_10m_max,label
2,31.7,26.1,38726.04,0,0,8.1,el nino
51,32.4,26.9,39066.18,0.2,0.2,14.3,el nino
2,32.1,26.8,39176.09,0,0,18.8,el nino
2,32.4,26.8,39175.05,0,0,11.9,el nino
3,32.1,26.9,39174.84,0,0,10.7,el nino
1,32.1,26.6,39175.5,0,0,13.3,el nino
1,32.7,26.4,39177.08,0,0,10.3,el nino
2,32.7,26.1,39179.61,0,0,6.1,el nino
3,32.6,26.5,39183.15,0,0,8.9,el nino
3,31.7,26.6,39187.56,0,0,5.9,el nino
3,32,26.5,39192.75,0,0,5.6,el nino
2,31.3,26,39198.69,0,0,6.1,el nino
1,32,26,39205.38,0,0,6.3,el nino
1,31.3,25.8,39212.81,0,0,5.6,el nino
3,32.6,26.6,39220.99,0,0,5.4,el nino
3,31.7,26.3,39229.89,0,0,6.5,el nino
2,32.3,26.2,39239.52,0,0,7.6,el nino
1,32.7,26.3,39249.88,0,0,8.8,el nino
2,32.3,26.3,39260.93,0,0,5.1,el nino
2,32.1,26.6,39272.71,0,0,10.2,el nino
3,31.9,26.8,39285.19,0,0,7.9,el nino
3,32.1,26.1,39298.37,0,0,9.8,el nino
1,31.7,25,39312.24,0,0,12.1,el nino
2,31.8,24.7,39349.52,0,0,7.1,el nino
3,31.2,25.1,32610.43,0,0,8.4,el nino
2,30.8,26,39357.98,0,0,6.2,el nino
3,30.3,26.2,37682.64,0,0,6.2,el nino
51,30.2,26.2,39391.86,0.6,0.6,4.9,el nino
51,31.3,26.4,39409.81,0.3,0.3,5.8,el nino
3,32,26.3,39428.56,0,0,8.3,el nino
1,33.4,26.9,39467.55,0,0,6.7,el nino
3,33.7,27.3,39487.75,0,0,7.5,el nino
2,31.9,26.8,38178.3,0,0,9.9,el nino
3,32.6,27.4,39512.23,0,0,8,el nino
1,33.3,27.1,39535.09,0,0,10.2,el nino
1,32.4,26.6,39558.67,0,0,8.4,el nino
3,32.8,26.7,39582.88,0,0,11.7,el nino
3,32.1,26.1,39600,0,0,5.5,el nino
3,32.1,26.4,39600,0,0,5.9,el nino
51,31.6,25.8,39600,0.2,0.2,14,el nino
2,31.8,25.1,39618.05,0,0,13.4,el nino
3,32,25,39600,0,0,11.4,el nino
3,32.2,25.1,39600,0,0,11.4,el nino
1,32.3,25.5,39618.42,0,0,7.9,el nino
3,33.3,26.1,39618.59,0,0,5.9,el nino
2,33.3,26.5,39600,0,0,11.2,el nino
2,34,27.1,39600,0,0,5.8,el nino
2,33.3,26.8,39600,0,0,10.6,el nino
3,32.6,26.8,38459.86,0,0,6.4,el nino
2,34,27.2,39600,0,0,6.8,el nino
2,32.9,26.8,39600,0,0,11.9,el nino
2,33.3,26.5,39620.62,0,0,6.8,el nino
1,33.1,25.9,39600,0,0,11,el nino
0,33.5,26.6,39600,0,0,10.7,el nino
1,34,26.7,39600,0,0,9.1,el nino
2,33.7,26.5,39600,0,0,9,el nino
2,33.2,26.3,39600,0,0,8.7,el nino
1,33.4,26.5,39600,0,0,7.2,el nino
3,33.8,26.8,39616.5,0,0,10,el nino
3,33.6,26.8,39612.96,0,0,7,el nino
3,33.9,27.2,39668.5,0,0,7.1,el nino
3,33.8,27,39600,0,0,10.3,el nino
3,33.7,27,39727.58,0,0,10.1,el nino
2,33.5,26.8,39726.8,0,0,8,el nino
1,33.2,26.6,39725.63,0,0,14.4,el nino
1,32.7,26.2,39793.66,0,0,15.9,el nino
1,33.2,26.4,39793.64,0,0,6.6,el nino
1,33.9,26.9,39646.83,0,0,6.7,el nino
1,34.4,27.5,39792.52,0,0,7.7,el nino
3,34.7,27.8,39791.46,0,0,6.5,el nino
3,34.4,28,39868.38,0,0,7.9,el nino
2,33.7,27.9,39628.29,0,0,10.4,el nino
51,33.9,27.9,40031.14,0.3,0.3,8.4,el nino
3,34.6,27.9,40033.58,0,0,9.5,el nino
2,34.5,27.8,40120.48,0,0,8,el nino
2,33.9,27.4,39719.77,0,0,8.3,el nino
2,33.1,27.1,40214.45,0,0,6.4,el nino
3,33.3,27.3,39860.73,0,0,7.2,el nino
53,33.6,27.3,34162.65,1,1,6.2,el nino
51,33.7,27.8,37021.97,1,1,7.2,el nino
3,34,28.1,40321.39,0,0,6.7,el nino
2,34.9,28.2,40610.07,0,0,6.1,el nino
51,35.4,28.6,40617.29,0.2,0.2,7.1,el nino
51,34.4,28.2,40331.38,0.7,0.7,9.4,el nino
2,34.6,28.1,40729.08,0,0,9.2,el nino
1,35.4,28.2,40436.27,0,0,13.8,el nino
1,35.2,28.1,41155.42,0,0,6,el nino
51,34,28.3,40850.87,0.1,0.1,9.3,el nino
53,34.1,28.1,40960.8,2.1,2.1,6.4,el nino
51,33.7,28,41072.39,0.2,0.2,9.6,el nino
2,33.6,27.8,41267.96,0,0,7.9,el nino
0,35.4,28.2,41295.35,0,0,6.2,el nino
0,35.9,28.6,41322.49,0,0,12,el nino
1,35.2,28.6,41349.32,0,0,5.5,el nino
1,34.2,28.6,41375.81,0,0,5.4,el nino
2,34.7,28.2,40399.46,0,0,6.3,el nino
2,35.3,28.5,41427.48,0,0,6.4,el nino
1,36.4,28.8,41452.56,0,0,13,el nino
1,36.7,28.9,41477.06,0,0,6,el nino
3,35.4,28.7,41500.91,0,0,8.4,el nino
3,35.6,28.7,40120.07,0,0,6.6,el nino
51,33.9,28.4,41546.47,0.5,0.5,5.8,el nino
2,33.4,28.1,41568.07,0,0,7.3,el nino
1,36.2,28.8,41588.8,0,0,11.3,el nino
2,36.1,28.6,41608.61,0,0,6.7,el nino
1,36.3,28.8,41627.44,0,0,7.1,el nino
1,36.4,28.4,41645.24,0,0,10.7,el nino
1,36.7,29,41661.94,0,0,8.7,el nino
51,36.4,29.4,41677.5,0.1,0.1,8.2,el nino
53,34.6,28.9,41692.1,0.9,0.9,5.4,el nino
1,35.8,29.4,41706.01,0,0,12.1,el nino
61,34.4,28,41719.2,3.5,3.5,5.8,el nino
2,34,28.5,41731.66,0,0,5.8,el nino
51,35,29,41743.37,0.1,0.1,6.5,el nino
1,36.1,29.4,41754.29,0,0,5.9,el nino
2,35.2,29.3,41764.41,0,0,5.8,el nino
2,34.6,29.2,41773.7,0,0,5.6,el nino
3,35.8,29.9,41782.16,0,0,10.2,el nino
51,35.3,29.1,40222.04,0.2,0.2,6.9,el nino
63,34.5,28.5,28741.65,6.9,6.9,8.1,el nino
63,33.8,27.2,33153.36,24.1,24.1,8.9,el nino
61,32.8,27.2,29594.21,3,3,11.8,el nino
63,31.9,27.2,37783.68,6.5,6.5,11.8,el nino
55,32.2,27.4,41114.74,3.6,3.6,6.5,el nino
61,31.5,26.6,36244.74,10.6,10.6,6.5,el nino
1,33.4,27.9,40234.59,0,0,6.5,el nino
53,32.9,28.3,41816.51,1.4,1.4,5.1,el nino
55,32.8,28.2,40735.85,3.2,3.2,7.5,el nino
2,34.4,29,41236.12,0,0,7.5,el nino
53,33.3,28.7,41809.5,1.4,1.4,9,el nino
51,33.9,28.8,41804.88,1.2,1.2,7.5,el nino
53,33.6,28.6,40617.62,0.8,0.8,9.1,el nino
55,35.5,29.1,41566.12,1.5,1.5,6.6,el nino
51,35.7,29.7,41784.34,0.9,0.9,7.2,el nino
1,35.4,29.8,41775.41,0,0,11.5,el nino
1,36.4,30.2,41765.48,0,0,9.9,el nino
61,35,29.7,41754.61,4.3,4.3,7,el nino
61,34.6,28.8,31495.62,4.1,4.1,6.8,el nino
53,33.7,28.4,40463.24,1.9,1.9,6.2,el nino
51,35.2,29.6,41789.43,0.1,0.1,9.4,el nino
53,34.7,29,40612.84,1.1,1.1,8.2,el nino
53,32.9,28.5,41486.55,4,4,6.4,el nino
55,34,28.4,35064.14,3.4,3.4,10.9,el nino
63,35.1,28.5,41229.64,4.6,4.6,6.2,el nino
61,32.1,27.7,40420.49,5.2,5.2,6.5,el nino
63,33.1,27.4,40530.8,10,10,8.6,el nino
63,32.7,27.1,33070.24,14.9,14.9,9,el nino
61,31.3,26.7,31741.06,9.6,9.6,5,el nino
63,29.7,25.5,11717.01,15.8,15.8,8.7,el nino
63,30.5,26.4,26276.38,6.2,6.2,11.2,el nino
61,31.3,26.9,29540.71,4.7,4.7,7.2,el nino
61,32.9,27.5,37587.23,3.1,3.1,10.1,el nino
63,32.8,27.4,33897.24,8,8,10.1,el nino
65,31.7,26.5,23181.45,12.2,12.2,7.9,el nino
55,30.4,26.4,31234.66,5.3,5.3,9.7,el nino
63,32.4,27,30801.3,9.4,9.4,6.2,el nino
63,29.4,25.7,19689.78,22.8,22.8,8.9,el nino
63,28.5,25.4,10999.1,14.9,14.9,9.3,el nino
63,30.4,25.7,26468.16,11.9,11.9,5.7,el nino
61,26.3,24.7,592.5,11,11,8.6,el nino
63,29.9,25.7,24128.48,6.2,6.2,10.7,el nino
61,28,25.1,1140.96,10.8,10.8,11.9,el nino
63,31.2,26.2,29091.01,3.7,3.7,8.4,el nino
63,30.7,25.8,32439.89,13.5,13.5,14.8,el nino
63,30.3,25.6,30993.12,11,11,12.7,el nino
55,30.6,26.3,39600,4.3,4.3,12.7,el nino
65,31,26.4,36244.6,12.9,12.9,11.8,el nino
51,31.1,26.6,38946.55,2.1,2.1,10.5,el nino
53,31.1,27,39681.39,1.2,1.2,11,el nino
61,31.6,26.4,33527.13,6.2,6.2,7.7,el nino
51,31,26.7,39883.44,1.9,1.9,7.9,el nino
63,31.3,26.6,34996.2,6.5,6.5,6,el nino
53,30.6,26.7,41012.11,2.9,2.9,6.5,el nino
53,30.1,26.6,40779.2,3.5,3.5,7.6,el nino
65,30.6,26.6,29396.64,22.6,22.6,7,el nino
63,30,26.4,36794.05,6.4,6.4,7.8,el nino
63,30.2,26.6,32619.88,8.5,8.5,5.6,el nino
63,29.9,26,29953.2,9.6,9.6,9.7,el nino
53,28.9,26.4,9337.56,1.6,1.6,8.8,el nino
1,32.4,27.8,41748.21,0,0,6.4,el nino
2,32.5,28.2,41482.6,0,0,5.4,el nino
61,32,27.2,38722.67,3.6,3.6,6.9,el nino
55,31,26.7,40017.98,5.1,5.1,6.6,el nino
63,30.9,26.7,40485.84,9.2,9.2,6.5,el nino
65,30.2,26.1,31350.44,17.3,17.3,6.9,el nino
61,31.1,26.8,37000.55,2.8,2.8,10.2,el nino
61,31.4,26.9,35214.07,3.5,3.5,9,el nino
2,31.4,27.5,40990.98,0,0,5.9,el nino
51,32.5,28,40388.85,0.6,0.6,7.5,el nino
63,31.3,27.3,36264.71,7.7,7.7,6.6,el nino
63,30.8,26.8,39160.09,9.7,9.7,7.9,el nino
63,30.5,26.7,36242.25,4.2,4.2,6.3,el nino
65,30.9,26.6,35248.47,15.3,15.3,6.5,el nino
65,30.3,26.1,30219.27,16.8,16.8,10.4,el nino
63,29.8,26,26923.91,10.2,10.2,9,el nino
61,30.4,25.9,31254.87,9.8,9.8,9.4,el nino
63,29.3,25.3,21600,13.1,13.1,8.7,el nino
61,29.5,25.5,21828.59,4.7,4.7,9,el nino
63,30.4,25.7,25200,18.2,18.2,7.9,el nino
53,28.3,25,624.64,5.4,5.4,7.2,el nino
63,29.2,25,5100.19,19.3,19.3,8.7,el nino
53,29.9,26.2,39625.9,2.5,2.5,11,el nino
55,31.6,27,34961.94,1.7,1.7,10.7,el nino
63,30.5,26.6,36389.43,6.7,6.7,12.1,el nino
63,29.2,25.8,23510.01,11.3,11.3,11.2,el nino
51,32.9,27.6,39600,0.2,0.2,14.7,el nino
51,32.3,27.1,39642.61,0.3,0.3,13.6,el nino
53,31.8,26.4,39600,1.3,1.3,11.3,el nino
51,34.2,26.9,39712.29,0.1,0.1,13.8,el nino
2,34.2,27.1,39788.98,0,0,16.6,el nino
3,34.2,27.3,39600,0,0,17.6,el nino
3,34.9,28.2,39868.17,0,0,13.7,el nino
51,34.7,28,39867.64,0.1,0.1,16.2,el nino
3,34,27.5,39866.95,0,0,17.1,el nino
1,34.1,27.4,39866.1,0,0,16.6,el nino
3,34.7,27.9,39952.62,0,0,16.6,el nino
2,32.7,27.3,39686.79,0,0,15.9,el nino
51,32.6,27.3,39600,0.3,0.3,19.8,el nino
53,32.3,26.9,38125.16,2,2,16.5,el nino
53,32.5,27.2,39860.07,1.2,1.2,17.7,el nino
51,33.2,27.2,39765.66,1.2,1.2,17.6,el nino
51,32.6,27.2,39600,0.1,0.1,17.7,el nino
51,31.6,27,39665.61,1,1,23.2,el nino
53,31.9,26.6,39662.06,2.3,2.3,20.9,el nino
51,32.1,27,38452.31,0.5,0.5,20.6,el nino
53,33.2,27.1,40045.48,1.6,1.6,16.8,el nino
51,32.4,26.7,40143.91,1,1,18.5,el nino
51,32.6,27.2,39648.47,0.8,0.8,14.3,el nino
61,32.4,27.1,40145.31,2.7,2.7,17.6,el nino
53,31.7,26.7,40145.93,3.1,3.1,17.7,el nino
51,31.6,26.9,40247.92,1.5,1.5,16.5,el nino
61,31.5,26.5,40044.96,2.3,2.3,18.5,el nino
51,31.5,26.9,38918.64,0.4,0.4,15.6,el nino
51,31.5,26.3,40354.55,0.5,0.5,15,el nino
51,32,27.2,40356.1,0.7,0.7,16.9,el nino
51,32.9,27.5,40253.32,0.2,0.2,12.5,el nino
51,33.6,27.3,40149.6,0.4,0.4,15.5,el nino
51,33.5,27.9,40150.16,1.1,1.1,13.4,el nino
53,33.3,27.6,37288.44,1.7,1.7,21.5,el nino
51,33.8,28.2,39092.32,0.4,0.4,17.1,el nino
63,32.2,27.3,40045.81,8.7,8.7,13.4,el nino
63,30.9,26.5,22881.54,8.4,8.4,18.1,el nino
63,29.8,25.9,26738.46,15.2,15.2,11.3,el nino
53,27.9,24.7,3945.45,4.5,4.5,9.3,el nino
51,28.4,25.1,25716.99,2.4,2.4,7.1,el nino
63,28.4,25,30134.09,9.1,9.1,10.8,el nino
63,28,25,18947.83,34.4,34.4,10.5,el nino
65,29.3,25.2,38419.54,35.3,35.3,14,el nino
63,28.8,25.6,33021.21,5.9,5.9,12.5,el nino
63,29.3,25.3,33364.48,10.4,10.4,14.8,el nino
63,30.6,26.4,39944.98,13.6,13.6,16,el nino
2,31.2,27,39946.03,0,0,17.7,el nino
61,31.2,26.3,36603.76,5.5,5.5,13.4,el nino
63,29.2,25.6,38332.64,6,6,11.6,el nino
55,31.6,26.1,40637.45,1.8,1.8,8.5,el nino
51,28.8,25.8,40314,1.2,1.2,12.9,el nino
53,30,25.8,38855.23,1.8,1.8,10.5,el nino
53,29.2,25.3,40273.84,2.1,2.1,16.4,el nino
53,30.1,25.3,40061.91,1.6,1.6,16.1,el nino
2,30,25.8,40275.03,0,0,15.3,el nino
55,29,25.2,32972.07,4.4,4.4,13.3,el nino
51,28.2,24.7,15081.96,2.3,2.3,14.1,el nino
55,28.5,24.6,31284.83,8.8,8.8,10.5,el nino
65,27.5,24.4,16447.84,18.7,18.7,13.7,el nino
63,28.9,25.5,28451.36,6.2,6.2,14.9,el nino
51,28.6,25.5,25845.7,0.2,0.2,17.8,el nino
53,28.2,25.5,32021.29,2,2,13.4,el nino
61,29,25.2,30860.21,5,5,11.7,el nino
61,26.7,24.5,12222.87,6.7,6.7,12.9,el nino
63,29.6,25.1,28547.64,14.2,14.2,11.2,el nino
63,28.2,24.7,28976.67,11.5,11.5,8,el nino
63,29.4,25.1,28065.32,7.3,7.3,8.8,el nino
61,29.4,25.7,40339.53,6.5,6.5,9.4,el nino
65,28.2,25.2,25752.96,50.2,50.2,7.2,el nino
63,28.9,25.4,35543.54,6.9,6.9,10.1,el nino
63,29.2,25.7,33878.27,8.8,8.8,8,el nino
61,29.1,25.7,29254.73,2.8,2.8,10.8,el nino
63,27.9,25.1,26148.83,8.3,8.3,8.6,el nino
61,27.8,25,15110.51,3.3,3.3,15.2,el nino
65,28.6,24.8,23641.97,15.9,15.9,9.8,el nino
53,28,25.1,27306,2.1,2.1,14.1,el nino
65,25.8,23.9,3229.66,52.5,52.5,18.3,el nino
51,30.1,26,39763.79,0.3,0.3,16.1,el nino
53,28.8,25.4,40099.81,2,2,13.6,el nino
53,29.4,25.4,40445.4,1.2,1.2,15.5,el nino
61,26.3,24.1,24799.81,8.1,8.1,10.1,el nino
55,27.2,24.5,28616.62,2.9,2.9,10.5,el nino
61,27.4,24.6,19677.97,4.2,4.2,11.6,el nino
65,27.7,24.5,18306.84,79.2,79.2,13.7,el nino
55,26.6,23.8,5302.43,6.2,6.2,13,el nino
63,26.2,23.5,13245.23,16.5,16.5,8.9,el nino
63,28.5,24.1,12608.85,23.4,23.4,9.1,el nino
61,27.4,24.4,32415.3,3.1,3.1,15.2,el nino
53,29.8,25.2,40893.84,1.4,1.4,13.8,el nino
63,29.6,25.6,38554.13,22.8,22.8,15.4,el nino
65,27.5,24.8,23287.51,17.7,17.7,14.6,el nino
63,28.2,24.7,36510.31,6.3,6.3,12.6,el nino
63,26.6,23.9,23064.45,15.9,15.9,10.3,el nino
63,27.5,24.1,23213.31,17.2,17.2,12.2,el nino
63,26.8,23.9,6366.47,18.2,18.2,9.7,el nino
51,27.8,24.6,41023.37,0.5,0.5,12.6,el nino
51,28,24.7,41409.51,1,1,13,el nino
51,28.7,25.5,41540.52,0.5,0.5,11.1,el nino
55,29.1,25.5,33347.48,2.3,2.3,10,el nino
51,28.6,25.2,39600,0.9,0.9,6.2,el nino
61,28.1,24.6,38691.93,7.3,7.3,10.1,el nino
51,28.4,25.2,40496.01,0.7,0.7,8.6,el nino
61,28.1,25.1,28752.46,7.5,7.5,8.8,el nino
63,28.1,25.1,30896.88,13.1,13.1,7.9,el nino
63,26.9,24.4,14203.29,39.3,39.3,8.4,el nino
63,27.3,24.4,25084.73,9.3,9.3,9.8,el nino
61,27.7,24.7,24613.81,9.3,9.3,13,el nino
65,26.7,24,7399.36,53.9,53.9,11.9,el nino
65,26.8,23.8,21409.63,43.8,43.8,9.4,el nino
65,27.7,24.1,23121.27,53.9,53.9,10.1,el nino
63,27,24.4,22626.3,17.9,17.9,9.8,el nino
61,26.7,24.3,16456.22,7.6,7.6,10.2,el nino
65,27.5,24.2,19699.79,21.9,21.9,12,el nino
63,26.8,23.6,7755.29,21.5,21.5,16.7,el nino
53,28.1,24.3,19324.62,4.5,4.5,17.8,el nino
65,29.1,24.2,24315.17,31.2,31.2,15,el nino
63,27,23.8,22208.67,13.7,13.7,20.5,el nino
63,29.3,24.5,31014.82,8.8,8.8,22.7,el nino
63,26.4,24,16885.95,10.3,10.3,22.4,el nino
63,26.8,24.1,29386.88,32.7,32.7,21.4,el nino
51,27,24.2,16058.56,0.4,0.4,16.7,el nino
55,28.2,24.9,28747.36,4.5,4.5,14.9,el nino
65,26.3,24,16209.01,38.3,38.3,13.6,el nino
65,27.8,23.8,21269.79,17.2,17.2,8.6,el nino
61,26.4,24.1,20120.43,6.1,6.1,7.6,el nino
61,27.5,24.5,34182.41,3.7,3.7,8,el nino
61,27.5,24.3,21018.68,4.8,4.8,9.7,el nino
61,26.7,23.8,17254.35,7.1,7.1,10.2,el nino
53,26.7,24,41260.24,3.6,3.6,10.4,el nino
63,27.3,24.5,28609.35,6,6,7.6,el nino
63,25.8,24,4544.9,29.5,29.5,6.9,el nino
65,27.7,24.5,33486.6,50,50,11.7,el nino
63,27,23.9,10893.34,33.9,33.9,12.8,el nino
61,27.1,24.4,23279.7,12.1,12.1,13.7,el nino
53,26.2,23.9,16074.5,6.5,6.5,8.9,el nino
61,27.6,24.6,35273.42,5.5,5.5,8.9,el nino
61,27.9,24.7,35062.64,4.1,4.1,7.3,el nino
65,27.6,24.1,23520.14,60.2,60.2,10.5,el nino
65,28.5,24.7,35351.82,28.9,28.9,7.2,el nino
51,28.1,25,36938.24,2,2,11.9,el nino
61,28.1,24.5,20362.08,5.5,5.5,13.1,el nino
53,28.4,25,37099.54,2.4,2.4,7.6,el nino
63,27.4,24.9,31332.61,6.5,6.5,6.9,el nino
51,27.3,24.3,32685.12,0.9,0.9,13.1,el nino
61,28,24.5,28518.56,4,4,10.4,el nino
53,28.2,24.7,35876.17,3.6,3.6,10.7,el nino
63,28.6,24.7,33267.23,9.3,9.3,8,el nino
63,28.7,25.1,40269.93,8.2,8.2,9.6,el nino
51,30.3,25.9,41690.91,2.6,2.6,9.4,el nino
63,30.6,26.1,40142.33,6.1,6.1,10.1,el nino
61,29.5,25.3,37749.3,5,5,6.7,el nino
51,36.2,29.4,40135.93,0.9,0.9,8.5,el nino
2,37.7,30,40234.12,0,0,19.2,el nino
51,36.3,29.2,40037.49,1.3,1.3,13.9,el nino
2,37.3,29.1,40136.41,0,0,22.4,el nino
1,36.8,28.9,40541.56,0,0,24.4,el nino
1,36.8,29.1,39725.68,0,0,19.2,el nino
2,37.8,29.5,40652.8,0,0,27.4,el nino
1,37.3,29.2,40866.44,0,0,30.4,el nino
1,38.5,29.4,40872.52,0,0,13.8,el nino
1,38.3,29.2,40984.79,0,0,17.9,el nino
1,38.4,29.4,41098.55,0,0,26.1,el nino
53,38.6,29.8,40997,0.9,0.9,15,el nino
53,37.2,29.4,40847.73,0.6,0.6,20.7,el nino
1,38.2,30,39686.77,0,0,14,el nino
53,37.1,29.9,40902.62,0.9,0.9,17.9,el nino
51,37.2,29.8,41130.51,0.2,0.2,16.3,el nino
51,36,29.4,41136.23,0.5,0.5,20.5,el nino
53,35.7,28.9,41028.37,0.9,0.9,28.4,el nino
1,36.7,29,40234,0,0,24.7,el nino
2,37,29.2,41152.16,0,0,22.4,el nino
3,37.2,29.7,41157.08,0,0,14,el nino
51,37.2,29.4,41510.61,0.5,0.5,20.1,el nino
51,38.2,30,41400.21,0.1,0.1,18.8,el nino
53,37.5,29.6,41631.49,0.8,0.8,21.1,el nino
51,35.6,29.3,41529.41,0.7,0.7,15.3,el nino
51,36.1,29.5,41667.3,0.9,0.9,12.7,el nino
51,37.4,29.3,41683.78,0.4,0.4,22.7,el nino
51,35.9,29.4,41665.76,0.3,0.3,24.1,el nino
53,33.2,28.4,41069.7,4.1,4.1,11.3,el nino
51,36,29.4,41434.91,0.3,0.3,13.8,el nino
2,37.6,29.6,41738.87,0,0,10.3,el nino
51,37.6,29.5,41686.03,0.3,0.3,15,el nino
1,37.9,30.4,41446.65,0,0,18.9,el nino
51,37,30.4,41205.7,0.5,0.5,15.8,el nino
53,38.8,30.3,41331.21,2,2,8.6,el nino
53,37.3,30,41785.69,0.9,0.9,13.5,el nino
63,35.9,28.7,33977.39,4.2,4.2,14.7,el nino
65,34.2,26.4,25591.97,23.2,23.2,9,el nino
65,32.1,26.5,22989.64,32.3,32.3,11.6,el nino
63,32.6,26.5,27529.76,3.9,3.9,7.3,el nino
63,33.2,26.9,25839.34,12.3,12.3,10.6,el nino
51,33.7,27.9,39600,0.4,0.4,12.9,el nino
51,33.2,27.9,39360.51,1.1,1.1,8.9,el nino
63,33.3,27.6,37988.1,8.4,8.4,8.2,el nino
63,33.5,27.2,37882.02,5.6,5.6,10.7,el nino
51,33.5,28.3,38507.78,1.4,1.4,15.4,el nino
53,34.4,28.8,40114.76,0.8,0.8,16.4,el nino
61,34.5,28.2,37782.49,6.2,6.2,9.7,el nino
61,33.4,27.1,35510.73,6.3,6.3,14.2,el nino
55,34.5,28.3,41798.22,1.5,1.5,11.3,el nino
1,33.8,28.6,41791.89,0,0,22.3,el nino
51,33.6,28.6,41784.43,0.1,0.1,19.8,el nino
1,32.2,28,41775.73,0,0,25.1,el nino
51,33.2,27.9,41765.85,0.3,0.3,22.8,el nino
53,32.5,28.3,41244.45,2.4,2.4,13,el nino
65,32.7,26.6,34167.96,28.3,28.3,10.8,el nino
61,26.3,24.6,0,12.8,12.8,5.8,el nino
65,33,26.1,30437.37,22,22,9.3,el nino
65,32.2,26.2,29957.83,18.4,18.4,9,el nino
65,32.3,26.7,27037.76,21.8,21.8,9.3,el nino
63,29.2,25.8,18420.34,14.1,14.1,16,el nino
65,30.5,26.5,20457.51,16.3,16.3,20.8,el nino
63,32.2,26.4,31968.2,12,12,10.1,el nino
53,28.9,25.8,19155.72,3.3,3.3,8.6,el nino
61,32.1,26.8,38322.88,3.2,3.2,8.6,el nino
63,33.1,26.4,33754.84,8.8,8.8,8.3,el nino
61,31.7,26.7,32400,4.6,4.6,12,el nino
61,33.6,27.9,41105.96,3.2,3.2,9,el nino
63,32,26.9,30424.55,17.1,17.1,12.9,el nino
53,33.1,27.1,33353.36,1.8,1.8,5.2,el nino
63,31.8,27.1,33986.17,15,15,13.8,el nino
61,32.6,27.5,37608.45,8.3,8.3,15.6,el nino
65,32.1,27.2,32403.67,54.5,54.5,11.3,el nino
65,28.1,25.6,1226.11,47.8,47.8,11.3,el nino
65,32.6,26.6,27403.65,22.9,22.9,12.7,el nino
63,31.2,26.5,30700.46,16.5,16.5,17.2,el nino
51,30.1,26.9,30894.41,0.4,0.4,23.6,el nino
2,31.9,27.9,40466.95,0,0,25.1,el nino
51,32.1,27.7,40505.93,0.2,0.2,18,el nino
53,32.1,27.4,39827.59,2.5,2.5,11,el nino
63,31.1,25.9,34585.03,23.9,23.9,14,el nino
63,29,25.7,15953.47,12.6,12.6,11.8,el nino
63,30.5,26.3,26706.87,37.9,37.9,20.3,el nino
61,29.7,26.5,13327.48,4.8,4.8,20.9,el nino
51,28.7,26.4,9490.75,1.3,1.3,22.8,el nino
63,26.4,24.4,7638.13,14.3,14.3,16.1,el nino
51,30.5,26.2,36000,1.2,1.2,12.9,el nino
63,31.9,27.3,39754.38,8,8,17.1,el nino
51,32.1,27.9,40288.45,0.1,0.1,23.7,el nino
51,31.9,28,38319.28,1.5,1.5,14.1,el nino
63,30.6,26.9,27009.32,7.1,7.1,12.1,el nino
51,31.6,27.2,39796.09,2,2,9.4,el nino
55,30.5,26.1,31286.16,3.3,3.3,11.2,el nino
63,31,26.1,29540.39,18.5,18.5,10.1,el nino
63,26.9,24.7,4813.92,13.3,13.3,6.5,el nino
63,31,25.5,27238.61,11.8,11.8,13.9,el nino
63,31.3,26.4,34208.18,7.3,7.3,11.3,el nino
63,32.7,26.6,29006.04,11,11,9.8,el nino
65,32.2,25.8,27890.27,23.6,23.6,7.8,el nino
65,31.1,25.9,33331.32,15.8,15.8,11.2,el nino
61,31.7,26.6,39651.34,4.4,4.4,14.9,el nino
63,31.3,26.6,39386.16,14,14,8.4,el nino
63,31.8,26.1,34989.02,28,28,8.6,el nino
65,31.4,25.8,28800,24.2,24.2,9.6,el nino
63,30.4,26.2,36489.75,15.6,15.6,11.2,el nino
65,31,25.9,30468.79,38.7,38.7,10.5,el nino
63,31.3,25.9,25278.21,19.8,19.8,10.8,el nino
65,26.4,24.3,498.68,65.6,65.6,14.9,el nino
65,30.5,25.1,26544.44,31.5,31.5,10.5,el nino
61,31.2,25.7,32409.34,10.9,10.9,8.7,el nino
65,30.5,25.5,21439.61,38.2,38.2,7.3,el nino
63,31.8,26.1,31714.3,13.6,13.6,12,el nino
63,30.5,25.9,28800,28.9,28.9,15.5,el nino
65,29.9,25.2,14843.08,27,27,11.5,el nino
65,28.6,25.2,3239.5,20.8,20.8,12.6,el nino
63,30.7,25.5,33786.25,10,10,10.8,el nino
63,29.7,25.1,21600,15.8,15.8,12.8,el nino
65,31,25.8,30252.53,20.8,20.8,10.9,el nino
63,28.2,25.2,17794.3,14.1,14.1,15.8,el nino
63,29.4,25.1,16043.37,14.2,14.2,8.1,el nino
63,30.1,26.1,32819.63,10.1,10.1,9.8,el nino
65,31.3,26,28800,34,34,12.8,el nino
65,30.6,25.2,21964.59,29.8,29.8,10,el nino
65,31.2,25.6,28800,23.2,23.2,8.4,el nino
65,31,25.3,25804.48,20.7,20.7,6.2,el nino
65,31.1,26.1,39600,10.3,10.3,9.4,el nino
65,30.7,25.7,33464.05,19.5,19.5,7.8,el nino
